Date,Source External ID,Machine ID,Asset ID,Machine Name,Machine OEM,Machine Model,Machine Type,Org Name,Site Name,Site/Org Timezone,Group Name,Source Type,Association Start,Association End,Battery Level,Battery Voltage,External Voltage,Sensor Model,Firmware Version,Config Version,Device Mode,Primary Activity,Primary Fuel,Primary GPS,Source Status,Battery Status,Signal Status,Lat,Long,Latest Location Date,Latest Location Time,Latest Hours Date,Latest Hours Time,Last Data Date,Last Data Time
2023-11-07,357073299991014,15637d06-be80-42b7-becd-c4689c96e1dc,AG05789,Wacker Neuson 1404 Minibagger,WACKERNEUSON,1404,EXCAVATOR,Krebs & Suhr GmbH & Co. KG - 370178,default,Europe/Berlin,unallocated,TELTONIKA,2023-03-16,,N/A,0,12419,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Good,54.04999,9.978658,2023-11-06,23:59:53,2023-11-06,23:50:22,2023-11-06,23:59:53
2023-11-07,350424060020912,22e50537-df47-4d74-b8d0-2e59c0fbd58b,AG02955,Wacker Neuson Minibagger 1404 ,WACKERNEUSON,1404,EXCAVATOR,Krebs & Suhr GmbH & Co. KG - 370178,default,Europe/Berlin,unallocated,TELTONIKA,2023-01-02,,N/A,0,0,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,DISCONNECTED,Good,54.085155,9.662132,2023-11-06,13:40:26,2023-11-06,13:34:00,2023-11-06,13:40:26
2023-11-07,357544370206381,45b2367d-0229-427d-9670-59b4cd3b88d2,WKA0F2202P9011066,Kaeser M125 compressor,KAESER,M125,COMPRESSOR,Krebs & Suhr GmbH & Co. KG - 370178,default,Europe/Berlin,unallocated,TELTONIKA,2023-03-16,,N/A,0,12313,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Good,54.049605,9.979025,2023-11-06,23:59:32,2023-11-06,23:51:01,2023-11-06,23:59:32
2023-11-07,357544371060720,4de3cc09-2e0d-4a44-8f3a-b7c020d03542,AG05851,Neuson 1404 MINIBAGGER,WACKERNEUSON,1404,EXCAVATOR,Krebs & Suhr GmbH & Co. KG - 370178,default,Europe/Berlin,unallocated,TELTONIKA,2022-11-21,,N/A,0,12716,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Good,54.099858,9.993863,2023-11-06,23:59:33,2023-11-06,23:52:02,2023-11-06,23:59:33
2023-11-07,350424060026125,a110513a-10e4-49fa-b409-2250bd153b53,3011534,Wacker Neuson Radlader WL 25 ,WACKERNEUSON,WL 25 ,WHEELED_LOADER,Krebs & Suhr GmbH & Co. KG - 370178,default,Europe/Berlin,unallocated,TELTONIKA,2023-01-02,,N/A,0,12492,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Low,54.053893,10.014557,2023-11-06,23:58:36,2023-11-06,23:41:04,2023-11-06,23:58:36
2023-11-07,357544370218626,d8e7b78a-1764-4eff-a859-9814f1680838,LJK00692,Caterpillar 301.4 C,CATERPILLAR,301.4 C,EXCAVATOR,Krebs & Suhr GmbH & Co. KG - 370178,default,Europe/Berlin,unallocated,TELTONIKA,2023-04-05,,N/A,0,0,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,DISCONNECTED,Good,54.072932,9.98783,2023-11-06,14:01:24,2023-11-06,13:52:19,2040-01-01,23:22:04
2023-11-07,4CBC98314D977CA3,0fe8b080-c9e2-4919-a3be-93f4811948e9,,LS 70,,CAT 972M,WHEELED_LOADER,Northstone Materials Ltd,default,Europe/London,unallocated,MAX ALE,2020-02-11,,0.8,2319,0,LORA,V1.8.32-B,Normal operation,Normal operation,t,f,f,Unresponsive,DEAD,N/A,55.074574,-6.753819,2021-08-01,20:12:54,2021-08-10,17:22:36,2021-08-10,17:22:49
2023-11-07,4CBC9831932C7C6C,30be7472-204e-4e85-9ec2-529000ea45a7,,M11,,,CRUSHER,Northstone Materials Ltd,default,Europe/London,unallocated,MAX ALE,2019-05-01,,7.5,2321,0,LORA,V1.3.17-A,Normal operation,Normal operation,t,f,f,Unresponsive,DEAD,N/A,55.074944,-6.757126,2020-01-17,13:18:48,2020-01-18,13:27:12,,
2023-11-07,4CBC9831FA65C7C1,40bfeab0-f3f0-4fe6-a8d6-3149a98c25bc,,VUI 2114 (TB),,,OTHER,Northstone Materials Ltd,default,Europe/London,unallocated,MAX ALE,2020-02-11,,99.6,3043,0,LORA,V1.8.32-B,Normal operation,Normal operation,t,f,f,Unresponsive,GOOD,N/A,55.075451,-6.750255,2020-07-20,15:21:05,2020-07-21,15:04:47,2020-06-16,09:59:47.418
2023-11-07,4CBC98311BB2473A,93f162b4-3735-41df-b211-1f755b6f16c9,,DT20,VOLVO,A25D,DUMP_TRUCK,Northstone Materials Ltd,default,Europe/London,unallocated,MAX ALE,2019-04-30,,0.4,2159,0,LORA,V1.3.17-B,Normal operation,Normal operation,t,f,f,Unresponsive,DEAD,N/A,55.075066,-6.754521,2020-03-10,22:50:03,2020-03-15,20:22:37,2020-03-15,20:22:51.308
2023-11-07,4CBC98318650BAC3,c523a616-1656-4a96-a1d1-e1a494425f70,,LS 46,,,WHEELED_LOADER,Northstone Materials Ltd,default,Europe/London,unallocated,MAX ALE,2020-02-11,,3.1,2412,0,LORA,V1.8.32-B,Normal operation,Normal operation,t,f,f,Unresponsive,DEAD,N/A,55.071053,-6.756044,2021-11-19,14:14:52,2021-11-24,11:39:16,2021-11-24,11:39:32
2023-11-07,4CBC98311255F976,ccd4e2c3-c26d-42d6-ab9e-487d19386ecc,,F44,,,OTHER,Northstone Materials Ltd,default,Europe/London,unallocated,MAX ALE,2019-05-22,,5.5,2285,0,LORA,V1.3.17-B,Normal operation,Normal operation,t,f,f,Unresponsive,DEAD,N/A,55.07653,-6.752766,2020-02-17,00:08:18,2020-02-18,00:16:55,2020-02-18,00:17:11.144
2023-11-07,4CBC98315F5C34EE,d9b8a263-baa4-4396-8867-c6adb09f1c67,,LS 45,,,WHEELED_LOADER,Northstone Materials Ltd,default,Europe/London,unallocated,MAX ALE,2020-02-11,,99.2,2929,0,LORA,V1.8.32-B,Factory OTA,Factory OTA,t,f,f,Unresponsive,GOOD,N/A,55.074867,-6.75334,2021-02-18,13:28:03,2021-02-18,15:50:37,2022-09-14,13:37:14
2023-11-07,350544506418725,077d93ec-0f4b-4b60-bd60-e228ddbb8b24,VCEC220EV00324070 // WI 1350,VOLVO EC220E  Kettenbagger,VOLVO,EC220E,EXCAVATOR,KNETTENBRECH + GURDULIC Recycling GmbH & Co. KG – 1042817,default,Europe/Berlin,unallocated,TELTONIKA,2023-09-25,,N/A,0,0,FMT100,,GCF307_202208120816.cfg,,t,f,t,Unresponsive,DISCONNECTED,Unknown,,,,,,,,
2023-11-07,350424063053126,5d61f8da-0a61-49ea-b0c1-c16d18f5c617,38090,KUBOTA  U17-3N VHGL HI  2022A,KUBOTA," U17-3N VHGL HI",EXCAVATOR,VAN HEKKEN NV,default,Europe/Brussels,unallocated,TELTONIKA,2022-09-26,,N/A,0,12063,FMT100,03.27.10.Rev.02,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Good,51.242705,4.439065,2023-11-06,23:59:29,2023-11-06,23:55:29,2023-11-06,23:59:29
2023-11-07,357544372629127,15ea2bb3-aa1e-4170-a357-a5892e74833e,101587491007,Bomag BW213 D-5 Wlaze,BOMAG,BW213 D-5,ROLLER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-01-24,,N/A,0,12218,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Good,50.793985,8.015,2023-11-06,23:59:36,2023-11-06,23:53:35,2023-11-06,23:59:36
2023-11-07,352625696637378,1e6755a8-8b79-4ec3-a0d3-d53554a4a43f,LJH06002,Caterpillar 301.7 Minibagger,CATERPILLAR,301.7D,EXCAVATOR,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-06-30,,N/A,3953,12391,FMT100,03.27.13.Rev.03,20210126122900_always_on_calibrate_once.cfg,,t,f,t,Responsive,GOOD,Good,51.429142,7.161555,2023-11-06,23:59:46,2023-11-06,23:56:15,2023-11-06,23:59:46
2023-11-07,352625696852530,34978269-dbc0-448a-bf13-b267caf6593e,A101009889 // H10,Skyjack SJ3226 Scherenhebebühne,SKYJACK,SJ3226,SCISSOR_LIFT,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-10-07,,N/A,0,11993,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,51.571775,8.321958,2023-11-06,23:59:38,2023-11-06,23:54:07,2023-11-06,23:59:38
2023-11-07,352625697799433,349f0ed5-2fc6-4c74-a92c-2c9317c451d0,ZF1F50MD2D1001237,Merlo Teleskoplader TF30.9-115 ,MERLO,TF30.9-115,TELEHANDLER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-04-26,,N/A,0,12757,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,51.657255,7.095752,2023-11-06,23:59:45,2023-11-06,23:53:15,2023-11-06,23:59:45
2023-11-07,357544370693968,34d1276e-8c7d-4f7d-9190-bc4997c3cce6,A101009795// H9,Skyjack SJ3226 Scherenhebebühne,SKYJACK,SJ3226,SCISSOR_LIFT,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-10-07,,N/A,0,11901,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,51.571585,8.322098,2023-11-06,23:59:39,2023-11-06,23:57:10,2023-11-06,23:59:39
2023-11-07,357544370750941,44c46dd0-54f6-4d57-862a-24be0cceae06,G1500X21102,Tobroco Giant G1500 X-TRA Radlader,TOBROCO_GIANT,G1500 X-TRA ,WHEELED_LOADER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-05-23,,N/A,4010,12668,FMT100,03.27.13.Rev.03,20210126122900_always_on_calibrate_once.cfg,,t,f,t,Responsive,GOOD,Good,50.892525,6.997317,2023-11-06,23:59:49,2023-11-06,23:56:18,2023-11-06,23:59:49
2023-11-07,357544370174530,45b4ec2f-ecbd-4a99-8b17-89ffb1d6e691,PID00123JDGIA8538,Powerscreen Warrior 1800 ,POWERSCREEN,W1800,SCREENER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-04-29,,N/A,0,13083,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,52.561947,13.318327,2023-11-06,23:59:49,2023-11-06,23:54:19,2023-11-06,23:59:49
2023-11-07,357544370211985,48d2bd78-cb39-4999-81f8-b942cd01c53f,23-0643-0719,Telestack TC-424X,TELESTACK,TC-424X,CRUSHER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-01-17,,N/A,0,12142,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Good,51.886363,8.354058,2023-11-06,23:59:41,2023-11-06,23:49:41,2023-11-06,23:59:41
2023-11-07,357544370753283,4c436690-c2ba-48f6-876e-54a79f668ac3,42158349,SBM Remax 300 Brecher,SBM,R300,CRUSHER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-05-30,,N/A,0,10957,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Low,51.571968,8.32409,2023-10-11,23:37:20,2023-10-11,23:42:21,2023-11-06,23:59:35
2023-11-07,357544370203008,5058ea9d-bba3-4083-b386-bbf88c6afc8f,LJM02058,Cat 300.9D,CATERPILLAR,300.9D ,EXCAVATOR,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-03-06,,N/A,0,12740,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Low,53.170883,8.142142,2023-11-06,23:59:51,2023-11-06,23:53:20,2023-11-06,23:59:51
2023-11-07,357544370714764,556d8b5f-07a5-42be-82fb-56088e67a3f7,PID00123TDGL52970,Terex W1800,POWERSCREEN,W1800,CRUSHER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-01-23,,N/A,0,13238,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Low,50.874533,13.925728,2023-11-06,23:59:45,2023-11-06,23:47:13,2023-11-06,23:59:45
2023-11-07,357544371057775,61eed131-5bc6-4ec7-a321-d4d96630d083,125101046,Takeuchi TB250 Bagger,TAKEUCHI,TB250-2 ,EXCAVATOR,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-01-23,,N/A,0,12587,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Low,51.379578,7.451915,2023-11-06,23:59:38,2023-11-06,23:54:07,2023-11-06,23:59:38
2023-11-07,357544372003687,62df1c96-c154-4cba-972f-bbd9cf2d83fb,G1500X20063,Tobroco Giant G1500 X-TRA Radlader,TOBROCO_GIANT,G1500 X-TRA,WHEELED_LOADER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-04-05,,N/A,3982,12493,FMT100,03.27.13.Rev.03,20210126122900_always_on_calibrate_once.cfg,,t,f,t,Responsive,GOOD,Good,51.572107,8.322952,2023-11-06,23:59:37,2023-11-06,23:57:37,2023-11-06,23:59:37
2023-11-07,357544370694156,665c370c-2f30-4f6c-be2a-37654ab9aa0e,C3244088,Merlo 40.30 Telehandler,MERLO,40.30 MCSS Rotor ,TELEHANDLER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-03-07,,N/A,0,0,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Unresponsive,DISCONNECTED,Good,51.593592,8.304228,2023-10-30,11:21:47,2023-10-30,11:20:17,2023-10-30,11:21:47
2023-11-07,357544370753234,6728f22e-4530-4b06-a6fd-94edf98ffa55,A101009781 // H11,Skyjack SJ3226 Scherenhebebühne,SKYJACK,SJ3226,SCISSOR_LIFT,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-10-30,,N/A,0,12302,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,50.794758,8.014383,2023-11-06,23:59:27,2023-11-06,23:51:27,2023-11-06,23:59:27
2023-11-07,357544370693786,6924a222-6e28-4e7e-989c-6ae414f72caa,211004066,Takeuchi TB216R,TAKEUCHI,TB210R Hybrid ,WHEELED_LOADER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-03-01,,N/A,0,0,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Unresponsive,DISCONNECTED,Low,51.57144,8.323563,2023-07-01,14:42:55,2023-07-01,14:41:25,2023-07-01,14:42:55
2023-11-07,352625696621596,711ed563-60c4-4301-a5e9-c18cdfecee0e,281572,Volvo ECR 58 D Bagger,VOLVO,ECR 58 D,EXCAVATOR,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-08-29,,N/A,3944,12886,FMT100,03.27.13.Rev.03,20210126122900_always_on_calibrate_once.cfg,,t,f,t,Responsive,GOOD,Good,53.17064,8.142088,2023-11-06,23:59:32,2023-11-06,23:53:32,2023-11-06,23:59:32
2023-11-07,357544374388144,7974350a-e2e5-48c7-a18f-35cd14cd8d9e,348013429,Kramer 350 Radlader,KRAMER,350,WHEELED_LOADER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-02-25,,N/A,0,12930,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Good,50.93911,6.974922,2023-11-06,23:59:44,2023-11-06,23:54:13,2023-11-06,23:59:44
2023-11-07,352625699076236,7a6ada60-57a1-472b-b996-cbc4724055fc,42169349,SBM Remax 500,SBM,Remax 500,CRUSHER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-01-24,,N/A,0,10755,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Low,51.885422,8.354333,2023-11-06,23:59:30,2023-11-06,23:58:31,2023-11-06,23:59:30
2023-11-07,357544374388821,7ed0504a-0b95-4db2-a874-7047788ba660,LJM01300,Cat 300.9D,CATERPILLAR,300.9D ,EXCAVATOR,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-03-06,,N/A,0,8756,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Unresponsive,GOOD,Good,51.57209,8.322998,2023-09-10,16:18:02,2023-09-10,16:15:31,2023-09-10,16:18:02
2023-11-07,352625697625034,81fee647-377b-49d6-a5a5-b0715dae6fb1,A101009819 // H8,Skyjack SJ3226 Scherenhebebühne,SKYJACK,SJ3226,SCISSOR_LIFT,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-10-07,,N/A,0,13214,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,51.912293,8.768707,2023-11-06,23:59:42,2023-11-06,23:59:42,2023-11-06,23:59:42
2023-11-07,352625698570361,89b54c87-eb44-4524-9f47-8ada99909389,A101007967,Skyjack SJ3226 Hebebühne,SKYJACK,SJ3226,OTHER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-04-01,,N/A,0,11772,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,51.586152,8.11166,2023-11-06,23:59:54,2023-11-06,23:57:54,2023-11-06,23:59:54
2023-11-07,352625696862737,89ee827a-8be3-4500-80c9-7ef8068eb0d4,LJM01537,Cat 300.9D Minibagger,CATERPILLAR,300.1D,EXCAVATOR,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-03-29,,N/A,0,12401,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,51.571237,8.323475,2023-11-06,23:59:43,2023-11-06,23:56:12,2023-11-06,23:59:43
2023-11-07,357544370755502,8b8bb8ca-d816-4204-ab2b-6de098922967,LJM01988,Cat 300.9D,CATERPILLAR,300.9D,EXCAVATOR,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-08-29,,N/A,3943,12696,FMT100,03.27.13.Rev.03,20210126122900_always_on_calibrate_once.cfg,,t,f,t,Responsive,GOOD,Good,51.380098,7.45188,2023-11-06,23:59:26,2023-11-06,23:56:56,2023-11-06,23:59:26
2023-11-07,352625698553896,8c96c4a1-9f82-4bbf-8396-ee483b24fffb,42162449,SBM Remax 300 Brecher,SBM,R300,CRUSHER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-02-20,,N/A,0,9187,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Low,51.569585,8.186925,2023-10-14,00:34:14,2023-10-14,00:33:14,2023-11-06,18:08:03
2023-11-07,352625696960226,950dbc71-895b-4add-9efd-305f3d268ee8,348015861,Kramer 5035 Radlader,KRAMER,5035,WHEELED_LOADER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-05-12,,N/A,4019,12591,FMT100,03.27.13.Rev.03,20210126122900_always_on_calibrate_once.cfg,,t,f,t,Responsive,GOOD,Good,51.429077,7.161493,2023-11-06,23:59:49,2023-11-06,23:57:18,2023-11-06,23:59:49
2023-11-07,357544370212215,964e9a2c-d29d-4768-81bc-f76a1d04e5eb,ZF1RT21A9C6003775,Merlo Roto 45.21,MERLO,Roto 45.21,TELEHANDLER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-02-18,,N/A,0,12877,FMT100,03.27.13.Rev.03,FMT100_STDCFG_05042023_v1.2.cfg,,t,f,t,Responsive,GOOD,Good,51.717582,8.752247,2023-11-06,23:59:45,2023-11-06,23:59:45,2023-11-06,23:59:45
2023-11-07,352625697223814,9cf72ba4-2156-43d3-b70b-1464b91f5882,50002692,Skyjack Hebebühne SJ9250 RT,SKYJACK,SJ9250 RT ,OTHER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-04-01,,N/A,0,12758,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,50.922957,6.979875,2023-11-06,23:59:34,2023-11-06,23:59:04,2023-11-06,23:59:34
2023-11-07,352625698556436,9e2bf9db-d8c4-438f-9afb-c132deaa8d59,LJH02270,Caterpillar 301.7 Minibagger,CATERPILLAR,301.7D,EXCAVATOR,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-07-01,,N/A,2619,3382,FMT100,03.27.13.Rev.03,20210126122900_always_on_calibrate_once.cfg,,t,f,t,Unresponsive,GOOD,Good,51.55109,8.333842,2023-09-12,01:03:15,2023-09-12,01:03:15,2023-10-07,10:33:00
2023-11-07,357544371196276,a915f7e0-bc29-4d77-8e88-9d6cc7094d41,A202000399,Skyjack Hebebühne SJ9253 RT,SKYJACK,SJ9253 RT,OTHER,Linkamp GmbH - 1019244,default,Europe/Berlin,unallocated,TELTONIKA,2023-04-01,,N/A,0,12655,FMT100,03.27.13.Rev.03,FMT100_STDCFG_20042023_v1.3.cfg,,t,f,t,Responsive,GOOD,Good,51.571375,8.32191,2023-11-06,23:59:57,2023-11-06,23:49:26,2023-11-06,23:59:57
